Model,Series,Simplex_Duplex,Pump_Price,TEFC_AC_Price,XPFC_AC_Price,TEFC_DC_Price,XPFC_DC_Price,GPH_60Hz,GPH_50Hz,LPH_60Hz,LPH_50Hz,Max_Pressure_PSI,Max_Pressure_Bar,Max_Pressure_PSI_High_Pressure_Adder,Max_Pressure_Bar_High_Pressure_Adder,High_Pressure_Adder_Price,Max_SPM,Viton,Hypalon,EPDM,Liquid_End_Material,Conductive_Leak_Detection_Price_Adder,Vacuum_Leak_Detection_Price_Adder,Flange_Size,Ball_Size,Motor_HP_AC,Motor_HP_AC_High_Pressure,Motor_HP_DC_TEFC,Motor_HP_DC_XPFC,Liq_Inlet,Liq_Outlet,Spare_Parts_Kit_Model,Spare_Parts_Kit_Price,Spare_Parts_Kit_Info,Back_Pressure_Valve_150,Back_Pressure_Valve_750,Connection_Size,Pressure_Relief_Valve_150,Pressure_Relief_Valve_750,Port,Pulsation_Dampener,Calibration_Column,Calibration_Column_Info,Pressure_Gauge,Pressure_Gauge_Info,ECCA_Price,VFD_Price
CNIT1014-05018,Series 3000,Simplex,17070.9,1537.25,3535.675,7096.5,16321.95,120.5,100.42,456.14,380.12,405,28,0,0,0,140,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",2,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268C20,1736.592,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1014-06018,Series 3000,Simplex,22632.5,1537.25,3535.675,7096.5,16321.95,120.5,100.42,456.14,380.12,405,28,0,0,0,140,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",2,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268HC,1936.968,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1014-0801A,Series 3000,Simplex,13778.1,1537.25,3535.675,7096.5,16321.95,120.5,100.42,456.14,380.12,150,10,0,0,0,140,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1351.02,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1014-0A01A,Series 3000,Simplex,18108.2,1537.25,3535.675,7096.5,16321.95,120.5,100.42,456.14,380.12,150,10,0,0,0,140,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,1958.979,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,4133.1,"PVDF, 6000 ml (96 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1044-04018,Series 3000,Simplex,12988.5,1392.125,3201.8875,7096.5,16321.95,37.8,31.5,143.09,119.24,405,28,0,0,0,44,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268316,1335.84,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,104.88,"PVC, 1000 ml (16 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1044-05018,Series 3000,Simplex,17070.9,1392.125,3201.8875,7096.5,16321.95,37.8,31.5,143.09,119.24,405,28,0,0,0,44,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268C20,1736.592,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1044-06018,Series 3000,Simplex,22632.5,1392.125,3201.8875,7096.5,16321.95,37.8,31.5,143.09,119.24,405,28,0,0,0,44,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268HC,1936.968,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1044-0801A,Series 3000,Simplex,13778.1,1392.125,3201.8875,7096.5,16321.95,37.8,31.5,143.09,119.24,150,10,0,0,0,44,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1351.02,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,104.88,"PVC, 1000 ml (16 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1044-0A01A,Series 3000,Simplex,18108.2,1392.125,3201.8875,7096.5,16321.95,37.8,31.5,143.09,119.24,150,10,0,0,0,44,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,1958.979,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,1211.64,"PVDF, 1000 ml (16 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1058-04018,Series 3000,Simplex,12988.5,1392.125,3201.8875,7096.5,16321.95,50,41.67,189.27,157.73,405,28,0,0,0,58,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268316,1335.84,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1058-05018,Series 3000,Simplex,17070.9,1392.125,3201.8875,7096.5,16321.95,50,41.67,189.27,157.73,405,28,0,0,0,58,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268C20,1736.592,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1058-06018,Series 3000,Simplex,22632.5,1392.125,3201.8875,7096.5,16321.95,50,41.67,189.27,157.73,405,28,0,0,0,58,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268HC,1936.968,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1058-0801A,Series 3000,Simplex,13778.1,1392.125,3201.8875,7096.5,16321.95,50,41.67,189.27,157.73,150,10,0,0,0,58,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1058-0A01A,Series 3000,Simplex,18108.2,1392.125,3201.8875,7096.5,16321.95,50,41.67,189.27,157.73,150,10,0,0,0,58,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,2260.44,"PVDF, 4000 ml (64 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1088-04018,Series 3000,Simplex,12988.5,1392.125,3201.8875,7096.5,16321.95,75.7,63.08,286.56,238.8,405,28,0,0,0,88,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268316,1335.84,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1088-05018,Series 3000,Simplex,17070.9,1392.125,3201.8875,7096.5,16321.95,75.7,63.08,286.56,238.8,405,28,0,0,0,88,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268C20,1736.592,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1088-06018,Series 3000,Simplex,22632.5,1392.125,3201.8875,7096.5,16321.95,75.7,63.08,286.56,238.8,405,28,0,0,0,88,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-268HC,1936.968,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1088-0801A,Series 3000,Simplex,13778.1,1392.125,3201.8875,7096.5,16321.95,75.7,63.08,286.56,238.8,150,10,0,0,0,88,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1351.02,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1088-0A01A,Series 3000,Simplex,18108.2,1392.125,3201.8875,7096.5,16321.95,75.7,63.08,286.56,238.8,150,10,0,0,0,88,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,1958.979,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,2260.44,"PVDF, 4000 ml (64 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1212-04018,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,144.5,120.42,546.99,455.83,265,18,0,0,0,117,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",2,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1212-05018,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,144.5,120.42,546.99,455.83,265,18,0,0,0,117,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",2,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1212-06018,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,144.5,120.42,546.99,455.83,265,18,0,0,0,117,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",2,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1212-0801A,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,144.5,120.42,546.99,455.83,150,10,0,0,0,117,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1212-0A01A,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,144.5,120.42,546.99,455.83,150,10,0,0,0,117,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1214-0401A,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,173,144.17,654.88,545.73,265,18,0,0,0,140,2136,1974,1974,316SS,2197.5,4188,"1""","1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27A316,1495.23,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",2118.3,1134.72,"1-1/2"" FNPT",2118.576,1134.72,3-Port,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1214-0501A,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,173,144.17,654.88,545.73,265,18,0,0,0,140,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AC20,1943.799,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",5994.72,2131.2,"1-1/2"" FNPT",5994.72,2131.2,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1214-0601A,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,173,144.17,654.88,545.73,265,18,0,0,0,140,2136,1974,1974,Hast. C,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AHC,2168.0835,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",7429.92,2822.4,"1-1/2"" FNPT",7429.92,2822.4,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1214-0801A,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,173,144.17,654.88,545.73,150,10,0,0,0,140,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVC,1510.41,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1214-0A01A,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,173,144.17,654.88,545.73,150,10,0,0,0,140,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVDF,2114.574,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1244-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,54.3,45.25,205.55,171.29,265,18,0,0,0,44,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,186.3,"PVC, 2000 ml (32 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1244-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,54.3,45.25,205.55,171.29,265,18,0,0,0,44,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1244-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,54.3,45.25,205.55,171.29,265,18,0,0,0,44,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1244-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,54.3,45.25,205.55,171.29,150,10,0,0,0,44,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,186.3,"PVC, 2000 ml (32 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1244-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,54.3,45.25,205.55,171.29,150,10,0,0,0,44,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,1421.4,"PVDF, 2000 ml (32 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1258-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,71.6,59.67,271.04,225.86,265,18,0,0,0,58,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1258-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,71.6,59.67,271.04,225.86,265,18,0,0,0,58,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1258-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,71.6,59.67,271.04,225.86,265,18,0,0,0,58,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1258-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,71.6,59.67,271.04,225.86,150,10,0,0,0,58,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1258-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,71.6,59.67,271.04,225.86,150,10,0,0,0,58,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,2260.44,"PVDF, 4000 ml (64 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1288-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,108.7,90.58,411.47,342.9,265,18,0,0,0,88,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1288-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,108.7,90.58,411.47,342.9,265,18,0,0,0,88,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1288-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,108.7,90.58,411.47,342.9,265,18,0,0,0,88,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
